"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc020"
721,"Rhodamine 6G","C28 H30 N2 O3",0.16,442.22571,443.23299,16.156,"sc023"
750,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14555,9.529,"sc003"
750,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14555,9.529,"sc004"
750,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14555,9.529,"sc007"
750,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14555,9.529,"sc008"
750,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14555,9.529,"sc011"
750,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14555,9.529,"sc012"
750,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14555,9.529,"sc013"
4860,"Ricinine","C8 H8 N2 O2",0.16,164.0586,165.06588,4.269,"sc007"
7218,"Ricinine","C8 H8 N2 O2",0.36,164.05864,165.06588,6.167,"sc008"
4860,"Ricinine","C8 H8 N2 O2",0.16,164.0586,165.06588,4.269,"sc009"
4860,"Ricinine","C8 H8 N2 O2",0.16,164.0586,165.06588,4.269,"sc015"
4860,"Ricinine","C8 H8 N2 O2",0.16,164.0586,165.06588,4.269,"sc020"
8310,"Ricolinostat","C24 H27 N5 O3",0.54,433.21162,434.2189,21.391,"sc003"
8349,"Ridogrel","C18 H17 F3 N2 O3",4.54,366.12079,367.12807,17.651,"sc001"
9254,"Ritipenem_BTM00741","C10 H10 N2 O6 S",-2.19,286.02533,287.03261,8.575,"sc008"
5355,"Ritipenem_BTM00741","C10 H10 N2 O6 S",-2.28,286.0253,287.03258,7.707,"sc020"
2753,"Ritonavir","C37 H48 N6 O5 S2",-0.76,720.31221,721.3195,18.25,"sc020"
3785,"Rivastigmine","C14 H22 N2 O2",0.4,250.16823,251.17551,9.019,"sc003"
3785,"Rivastigmine","C14 H22 N2 O2",0.4,250.16823,251.17551,9.019,"sc004"
4812,"Rivastigmine","C14 H22 N2 O2",0.3,250.1682,251.17548,6.921,"sc014"
2779,"Rodorubicin�_BTM05187","C48 H62 N2 O17",2.77,938.40745,939.41473,8.58,"sc009"
5358,"Roxatidine","C17 H26 N2 O3",0.83,306.1946,307.20187,8.828,"sc013"
8601,"Roxatidine acetate","C19 H28 N2 O4",-2.49,348.20404,349.21132,21.568,"sc014"
3905,"Rufloxacin","C17 H18 F N3 O3 S",3.82,363.10668,364.11395,8.474,"sc007"
7313,"Ruxolitinib","C17 H18 N6",1.55,306.15977,307.16705,17.437,"sc004"
339,"S-Azabisabolene","C14 H25 N",-0.07,207.19869,208.20596,10.257,"sc003"
339,"S-Azabisabolene","C14 H25 N",-0.07,207.19869,208.20596,10.257,"sc004"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc001"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc002"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc003"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc004"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc005"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc014"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc015"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc016"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc017"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc020"
1110,"S-Resorcinomycin A_BTM03401","C14 H20 N4 O6",-0.65,340.13806,341.14534,21.103,"sc023"
1213,"Safingol","C18 H39 N O2",0.61,301.29826,302.30554,19.219,"sc004"
3886,"Safingol","C18 H39 N O2",0.55,301.29825,302.30552,18.07,"sc005"
1213,"Safingol","C18 H39 N O2",0.61,301.29826,302.30554,19.219,"sc007"
6218,"Sakuranetin","C16 H14 O5",0.66,286.08431,287.09159,16.184,"sc002"
7639,"Sakuranetin","C16 H14 O5",0.65,286.08431,287.09158,12.751,"sc005"
6218,"Sakuranetin","C16 H14 O5",0.66,286.08431,287.09159,16.184,"sc013"
5740,"Salazosulphadimidine","C19 H17 N5 O5 S",-2.88,427.09381,428.10109,11.703,"sc003"
5740,"Salazosulphadimidine","C19 H17 N5 O5 S",-2.88,427.09381,428.10109,11.703,"sc004"
5259,"Salinomycin","C42 H70 O11",-1.02,750.49105,773.48026,22.283,"sc020"
5259,"Salinomycin","C42 H70 O11",-1.02,750.49105,773.48026,22.283,"sc023"
1047,"Salirasib","C22 H30 O2 S",0.94,358.19699,359.2041,13.713,"sc003"
2833,"Salirasib","C22 H30 O2 S",-0.43,358.1965,359.20377,14.074,"sc004"
1047,"Salirasib","C22 H30 O2 S",0.94,358.19699,359.2041,13.713,"sc020"
9615,"Samidorphan","C21 H26 N2 O4",-4.37,370.18764,371.19492,19.159,"sc001"
7139,"Sancycline_BTM05076","C21 H24 N2 O7",0.27,416.15846,417.16574,14.097,"sc009"
3307,"Sancycline_BTM05076","C21 H24 N2 O7",-2.6,416.15727,417.16454,7.731,"sc014"
3307,"Sancycline_BTM05076","C21 H24 N2 O7",-2.6,416.15727,417.16454,7.731,"sc015"
3307,"Sancycline_BTM05076","C21 H24 N2 O7",-2.6,416.15727,417.16454,7.731,"sc020"
3307,"Sancycline_BTM05076","C21 H24 N2 O7",-2.6,416.15727,417.16454,7.731,"sc023"
4292,"Scoparone","C11 H10 O4",0,206.05791,207.06519,10.279,"sc003"
4292,"Scoparone","C11 H10 O4",0,206.05791,207.06519,10.279,"sc007"
6126,"Scopoletin","C10 H8 O4",0.17,192.04229,193.04957,9.231,"sc013"
6271,"Secobarbital","C12 H18 N2 O3",0.4,238.13184,239.13911,5.368,"sc003"
6271,"Secobarbital","C12 H18 N2 O3",0.4,238.13184,239.13911,5.368,"sc004"
3026,"Secobarbital","C12 H18 N2 O3",3.1,238.13248,277.09595,8.962,"sc007"
6271,"Secobarbital","C12 H18 N2 O3",0.4,238.13184,239.13911,5.368,"sc010"
7307,"Secobarbital","C12 H18 N2 O3",2.45,238.13233,277.09593,8.514,"sc018"
3026,"Secobarbital","C12 H18 N2 O3",3.1,238.13248,277.09595,8.962,"sc020"
376,"Secoisolariciresinol","C20 H26 O6",3.64,362.17426,363.18153,8.451,"sc008"
376,"Secoisolariciresinol","C20 H26 O6",3.64,362.17426,363.18153,8.451,"sc015"
376,"Secoisolariciresinol","C20 H26 O6",3.64,362.17426,363.18153,8.451,"sc016"
376,"Secoisolariciresinol","C20 H26 O6",3.64,362.17426,363.18153,8.451,"sc023"
1300,"Seliciclib","C19 H26 N6 O",0.77,354.21708,355.22436,20.566,"sc003"
1300,"Seliciclib","C19 H26 N6 O",0.77,354.21708,355.22436,20.566,"sc004"
9212,"Seliciclib","C19 H26 N6 O",0.73,354.21707,355.22435,20.099,"sc005"
1300,"Seliciclib","C19 H26 N6 O",0.77,354.21708,355.22436,20.566,"sc016"
2344,"Senecionine","C18 H25 N O5",0.15,335.17332,336.1806,7.411,"sc003"
224,"Serotonin","C10 H12 N2 O",0.38,176.09503,177.10231,2.15,"sc003"
224,"Serotonin","C10 H12 N2 O",0.38,176.09503,177.10231,2.15,"sc004"
224,"Serotonin","C10 H12 N2 O",0.38,176.09503,177.10231,2.15,"sc007"
224,"Serotonin","C10 H12 N2 O",0.38,176.09503,177.10231,2.15,"sc014"
224,"Serotonin","C10 H12 N2 O",0.38,176.09503,177.10231,2.15,"sc015"
4206,"Serotonin","C10 H12 N2 O",0.38,176.09503,177.1023,4.007,"sc020"
4206,"Serotonin","C10 H12 N2 O",0.38,176.09503,177.1023,4.007,"sc023"
4761,"Sildenafil","C22 H30 N6 O4 S",2.21,474.20597,475.21325,21.021,"sc003"
7055,"Sildenafil","C22 H30 N6 O4 S",2.85,474.20627,475.21355,6.655,"sc004"
4761,"Sildenafil","C22 H30 N6 O4 S",2.21,474.20597,475.21325,21.021,"sc007"
4761,"Sildenafil","C22 H30 N6 O4 S",2.21,474.20597,475.21325,21.021,"sc008"
7055,"Sildenafil","C22 H30 N6 O4 S",2.85,474.20627,475.21355,6.655,"sc020"
2654,"Simazine","C7 H12 Cl N5",4.06,201.07894,202.08621,6.105,"sc003"
2654,"Simazine","C7 H12 Cl N5",4.06,201.07894,202.08621,6.105,"sc004"
3858,"Simazine","C7 H12 Cl N5",4.09,201.07895,202.08622,10.819,"sc007"
2654,"Simazine","C7 H12 Cl N5",4.06,201.07894,202.08621,6.105,"sc009"
5942,"Simazine","C7 H12 Cl N5",4.24,201.07898,202.08624,8.886,"sc012"
2654,"Simazine","C7 H12 Cl N5",4.06,201.07894,202.08621,6.105,"sc014"
3339,"Simazine","C7 H12 Cl N5",4.15,201.07896,202.08623,7.76,"sc015"
2654,"Simazine","C7 H12 Cl N5",4.06,201.07894,202.08621,6.105,"sc020"
2654,"Simazine","C7 H12 Cl N5",4.06,201.07894,202.08621,6.105,"sc023"
6630,"Simetone","C8 H15 N5 O",0.08,197.12768,198.13495,6.622,"sc009"
6630,"Simetone","C8 H15 N5 O",0.08,197.12768,198.13495,6.622,"sc014"
8570,"Sinapinic acid","C11 H12 O5",0.45,224.06857,225.07585,6.296,"sc013"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc001"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc003"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc004"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc005"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc010"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc011"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc012"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc016"
1061,"Siramesine","C30 H31 F N2 O",-1.37,454.24142,477.23064,9.318,"sc017"
2434,"Sitagliptin","C16 H15 F6 N5 O",0.15,407.11814,408.12542,10.026,"sc003"
2434,"Sitagliptin","C16 H15 F6 N5 O",0.15,407.11814,408.12542,10.026,"sc004"
2434,"Sitagliptin","C16 H15 F6 N5 O",0.15,407.11814,408.12542,10.026,"sc007"
2434,"Sitagliptin","C16 H15 F6 N5 O",0.15,407.11814,408.12542,10.026,"sc020"
4423,"Solanidine","C27 H43 N O",-0.06,397.33444,398.34172,15.113,"sc004"
4423,"Solanidine","C27 H43 N O",-0.06,397.33444,398.34172,15.113,"sc007"
6502,"Sordarin","C27 H40 O8",1.97,492.27329,493.28058,22.216,"sc001"
6502,"Sordarin","C27 H40 O8",1.97,492.27329,493.28058,22.216,"sc023"
7937,"Sotirimod","C14 H17 N5",-4.91,255.14714,256.15442,2.121,"sc014"
1374,"Sparfloxacin","C19 H22 F2 N4 O3",-0.27,392.16589,393.17316,7.951,"sc016"
1374,"Sparfloxacin","C19 H22 F2 N4 O3",-0.27,392.16589,393.17316,7.951,"sc023"
9269,"Spironolactone","C24 H32 O4 S",4.22,416.20389,417.21116,11.692,"sc008"
919,"Spironolactone","C24 H32 O4 S",0.49,416.20233,417.20961,14.521,"sc023"
1691,"Squaric acid dibutyl ester","C12 H18 O4",0.49,226.12062,227.1279,20.177,"sc003"
1691,"Squaric acid dibutyl ester","C12 H18 O4",0.49,226.12062,227.1279,20.177,"sc004"
1691,"Squaric acid dibutyl ester","C12 H18 O4",0.49,226.12062,227.1279,20.177,"sc007"
4241,"Squaric acid dibutyl ester","C12 H18 O4",0.43,226.12061,227.12787,15.094,"sc008"
6486,"Squaric acid dibutyl ester","C12 H18 O4",0.52,226.12063,227.1279,10.424,"sc010"
7813,"Squaric acid dibutyl ester","C12 H18 O4",0.59,226.12064,227.12792,7.476,"sc023"
7194,"Staurosporine_BTM03631","C27 H24 N4 O3",0.08,452.18488,453.19215,14.734,"sc008"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc001"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc002"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc003"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc004"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc005"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc007"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc008"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc009"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc010"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc011"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc012"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc013"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc014"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc015"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc016"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc017"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc018"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc020"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"sc023"
56,"Stearamide","C18 H37 N O",0.3,283.2876,284.29486,22.17,"solution"
7971,"Streptonigrin","C25 H22 N4 O8",3.57,506.14557,507.15284,15.179,"sc003"
7971,"Streptonigrin","C25 H22 N4 O8",3.57,506.14557,507.15284,15.179,"sc004"
7971,"Streptonigrin","C25 H22 N4 O8",3.57,506.14557,507.15284,15.179,"sc020"
1608,"Styrene oxide","C8 H8 O",1.23,120.05766,121.06494,17.223,"sc001"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc003"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc004"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc007"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc008"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc014"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc015"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc016"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc020"
1107,"Styrene oxide","C8 H8 O",1.18,120.05766,121.06493,20.038,"sc023"
9715,"Succinylsulfathiazole","C13 H13 N3 O5 S2",-1.68,355.02907,356.03634,9.088,"sc001"
7147,"Sulcatol","C8 H16 O",0.97,128.12024,129.12752,12.09,"sc003"
7147,"Sulcatol","C8 H16 O",0.97,128.12024,129.12752,12.09,"sc016"
3149,"Sulfacytine","C12 H14 N4 O3 S",0.39,294.07878,295.08605,5.004,"sc002"
3149,"Sulfacytine","C12 H14 N4 O3 S",0.39,294.07878,295.08605,5.004,"sc007"
3149,"Sulfacytine","C12 H14 N4 O3 S",0.39,294.07878,295.08605,5.004,"sc009"
3149,"Sulfacytine","C12 H14 N4 O3 S",0.39,294.07878,295.08605,5.004,"sc020"
9641,"Sulfadimethoxine","C12 H14 N4 O4 S",-1.65,310.07306,311.08034,16.557,"sc018"
4012,"Sulfaguanidine_BTM04547","C7 H10 N4 O3 S",-2.33,230.04682,231.0541,6.873,"sc007"
4012,"Sulfaguanidine_BTM04547","C7 H10 N4 O3 S",-2.33,230.04682,231.0541,6.873,"sc008"
4012,"Sulfaguanidine_BTM04547","C7 H10 N4 O3 S",-2.33,230.04682,231.0541,6.873,"sc009"
7439,"Sulfaguanidine_BTM04547","C7 H10 N4 O3 S",-2.3,230.04683,231.05411,10.661,"sc010"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc001"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc002"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc003"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc004"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc005"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc007"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc008"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc009"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc010"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc013"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc014"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc015"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc016"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc020"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"sc023"
3353,"Sulfamethazine","C12 H14 N4 O2 S",-2.08,278.08317,279.09044,20.17,"solution"
63,"Sulfamethoxazole","C10 H11 N3 O3 S",0.24,253.05217,254.05946,8.845,"sc003"
63,"Sulfamethoxazole","C10 H11 N3 O3 S",0.24,253.05217,254.05946,8.845,"sc004"
63,"Sulfamethoxazole","C10 H11 N3 O3 S",0.24,253.05217,254.05946,8.845,"sc007"
63,"Sulfamethoxazole","C10 H11 N3 O3 S",0.24,253.05217,254.05946,8.845,"sc008"
63,"Sulfamethoxazole","C10 H11 N3 O3 S",0.24,253.05217,254.05946,8.845,"sc014"
63,"Sulfamethoxazole","C10 H11 N3 O3 S",0.24,253.05217,254.05946,8.845,"sc016"
63,"Sulfamethoxazole","C10 H11 N3 O3 S",0.24,253.05217,254.05946,8.845,"sc020"
63,"Sulfamethoxazole","C10 H11 N3 O3 S",0.24,253.05217,254.05946,8.845,"sc023"
7376,"Sulfamethoxypyridazine","C11 H12 N4 O3 S",-4.85,280.06165,281.06892,11.066,"sc003"
8461,"Sulfamethoxypyridazine","C11 H12 N4 O3 S",-1.91,280.06248,281.06975,12.81,"sc004"
7376,"Sulfamethoxypyridazine","C11 H12 N4 O3 S",-4.85,280.06165,281.06892,11.066,"sc008"
6876,"Sulfanitran","C14 H13 N3 O5 S",-4.22,335.05618,336.06345,12.005,"sc003"
6876,"Sulfanitran","C14 H13 N3 O5 S",-4.22,335.05618,336.06345,12.005,"sc020"
7348,"Sulfaphenazole_BTM04651","C15 H14 N4 O3 S",4.75,330.08023,331.08751,12.262,"sc001"
5984,"Sulfapyrazole_BTM04723","C16 H16 N4 O3 S",4.12,344.09573,345.10301,13.553,"sc001"
5984,"Sulfapyrazole_BTM04723","C16 H16 N4 O3 S",4.12,344.09573,345.10301,13.553,"sc003"
2840,"Sulfapyrazole_BTM04723","C16 H16 N4 O3 S",-1.68,344.09373,345.10101,16.323,"sc020"
3468,"Sulfapyridine","C11 H11 N3 O2 S",0.44,249.05731,250.06458,6.408,"sc007"
3468,"Sulfapyridine","C11 H11 N3 O2 S",0.44,249.05731,250.06458,6.408,"sc020"
7771,"Sulfinpyrazone","C23 H20 N2 O3 S",-4.32,404.11772,405.12499,16.556,"sc018"
1997,"Sulisobenzone","C14 H12 O6 S",0.6,308.03564,309.04292,11.612,"sc003"
1997,"Sulisobenzone","C14 H12 O6 S",0.6,308.03564,309.04292,11.612,"sc004"
1997,"Sulisobenzone","C14 H12 O6 S",0.6,308.03564,309.04292,11.612,"sc007"
1997,"Sulisobenzone","C14 H12 O6 S",0.6,308.03564,309.04292,11.612,"sc020"
9596,"Suprofen","C14 H12 O3 S",0.46,260.05084,261.05811,12.863,"sc017"
9596,"Suprofen","C14 H12 O3 S",0.46,260.05084,261.05811,12.863,"solution"
6774,"Sutezolid","C16 H20 F N3 O3 S",-3.44,353.11973,354.127,12.774,"sc020"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"sc001"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"sc004"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"sc008"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"sc014"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"sc015"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"sc018"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"sc020"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"sc023"
6670,"Swainsonine","C8 H15 N O3",0.31,173.10525,174.11253,1.258,"sc002"
6670,"Swainsonine","C8 H15 N O3",0.31,173.10525,174.11253,1.258,"sc003"
6670,"Swainsonine","C8 H15 N O3",0.31,173.10525,174.11253,1.258,"sc011"
6670,"Swainsonine","C8 H15 N O3",0.31,173.10525,174.11253,1.258,"sc012"
6670,"Swainsonine","C8 H15 N O3",0.31,173.10525,174.11253,1.258,"sc013"
1152,"Swainsonine","C8 H15 N O3",0.09,173.10521,364.24421,1.178,"sc014"
1152,"Swainsonine","C8 H15 N O3",0.09,173.10521,364.24421,1.178,"sc015"
6670,"Swainsonine","C8 H15 N O3",0.31,173.10525,174.11253,1.258,"sc023"
7275,"Tadalafil","C22 H19 N3 O4",0.19,389.13763,390.14491,15,"sc003"
7275,"Tadalafil","C22 H19 N3 O4",0.19,389.13763,390.14491,15,"sc004"
7275,"Tadalafil","C22 H19 N3 O4",0.19,389.13763,390.14491,15,"sc007"
4231,"Tafluprost","C25 H34 F2 O5",2.8,452.2387,453.24597,17.976,"sc009"
4904,"Talmetoprim_BTM03332","C21 H18 N4 O5",4.63,406.1296,407.13687,13.368,"sc003"
4904,"Talmetoprim_BTM03332","C21 H18 N4 O5",4.63,406.1296,407.13687,13.368,"sc004"
4904,"Talmetoprim_BTM03332","C21 H18 N4 O5",4.63,406.1296,407.13687,13.368,"sc007"
6182,"Tamoxifen_BTM03704","C22 H20 O",0.51,300.15157,301.15885,20.875,"sc010"
6182,"Tamoxifen_BTM03704","C22 H20 O",0.51,300.15157,301.15885,20.875,"sc013"
6182,"Tamoxifen_BTM03704","C22 H20 O",0.51,300.15157,301.15885,20.875,"sc018"
1575,"Tangeritin","C20 H20 O7",-0.14,372.12085,373.12812,15.833,"sc001"
1575,"Tangeritin","C20 H20 O7",-0.14,372.12085,373.12812,15.833,"sc002"
1575,"Tangeritin","C20 H20 O7",-0.14,372.12085,373.12812,15.833,"sc003"
1575,"Tangeritin","C20 H20 O7",-0.14,372.12085,373.12812,15.833,"sc004"
1575,"Tangeritin","C20 H20 O7",-0.14,372.12085,373.12812,15.833,"sc005"
2292,"Tangeritin","C20 H20 O7",-0.15,372.12085,373.12812,17.478,"sc018"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"sc003"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"sc004"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"sc007"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"sc008"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"sc014"
1315,"Tapentadol","C14 H23 N O",0.48,221.17807,222.18535,5.812,"sc015"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"sc020"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"sc023"
5204,"Tarazepide","C28 H24 N4 O2",0.95,448.19035,449.19763,20.81,"sc003"
5204,"Tarazepide","C28 H24 N4 O2",0.95,448.19035,449.19763,20.81,"sc004"
5204,"Tarazepide","C28 H24 N4 O2",0.95,448.19035,449.19763,20.81,"sc007"
5204,"Tarazepide","C28 H24 N4 O2",0.95,448.19035,449.19763,20.81,"sc008"
5888,"Tarazepide","C28 H24 N4 O2",4.89,448.19212,449.1994,11.445,"sc010"
5888,"Tarazepide","C28 H24 N4 O2",4.89,448.19212,449.1994,11.445,"sc011"
5888,"Tarazepide","C28 H24 N4 O2",4.89,448.19212,449.1994,11.445,"sc012"
5888,"Tarazepide","C28 H24 N4 O2",4.89,448.19212,449.1994,11.445,"sc017"
5888,"Tarazepide","C28 H24 N4 O2",4.89,448.19212,449.1994,11.445,"sc018"
5204,"Tarazepide","C28 H24 N4 O2",0.95,448.19035,449.19763,20.81,"sc020"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc001"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc002"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc005"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc008"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc009"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc010"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc011"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc012"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc013"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"sc018"
8815,"Taselisib","C24 H28 N8 O2",3.05,460.23493,461.2422,20.297,"solution"
1700,"Tasimelteon","C15 H19 N O2",0.46,245.14169,246.14897,9.381,"sc014"
1700,"Tasimelteon","C15 H19 N O2",0.46,245.14169,246.14897,9.381,"sc020"
1700,"Tasimelteon","C15 H19 N O2",0.46,245.14169,246.14897,9.381,"sc023"
6378,"Tasosartan","C23 H21 N7 O",-3.18,411.17945,412.18673,10.584,"sc007"
986,"Tauroursodeoxycholic acid","C26 H45 N O6 S",2.88,499.29819,500.30547,1.193,"sc003"
986,"Tauroursodeoxycholic acid","C26 H45 N O6 S",2.88,499.29819,500.30547,1.193,"sc004"
986,"Tauroursodeoxycholic acid","C26 H45 N O6 S",2.88,499.29819,500.30547,1.193,"sc008"
986,"Tauroursodeoxycholic acid","C26 H45 N O6 S",2.88,499.29819,500.30547,1.193,"sc011"
986,"Tauroursodeoxycholic acid","C26 H45 N O6 S",2.88,499.29819,500.30547,1.193,"sc012"
986,"Tauroursodeoxycholic acid","C26 H45 N O6 S",2.88,499.29819,500.30547,1.193,"sc014"
