"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
1853,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.22,189.07902,190.0863,10.852,5051053.77070116,3,75.3,8.8,"DDA for preferred ion","[M+H]+1","sc007_2",5051053.77070116,7.8,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
3278,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.26,189.07903,190.0863,9.205,2914920.45760561,5,86,9.3,"DDA for preferred ion","[M+H]+1","sc009_1",2914920.45760561,6.7,"1","sc009","kps_pharmaceuticals_oct22","Single match found"
3278,"Phensuximide","C11 H11 N O2","Full match","Not the top hit","Full match",0.26,189.07903,190.0863,9.205,2914920.45760561,5,86,9.3,"DDA for preferred ion","[M+H]+1","sc009_2",2669130.42658083,7.3,"2","sc009","kps_pharmaceuticals_oct22","Single match found"
5412,"Phensuximide","C11 H11 N O2","Full match","Invalid mass","Full match",0.15,189.07901,190.08631,8.226,1644163.16749011,1,74.7,47,"DDA for preferred ion","[M+H]+1","sc009_1",1388907.9054312,8.6,"1","sc009","kps_pharmaceuticals_oct22","Single match found"
5412,"Phensuximide","C11 H11 N O2","Full match","Invalid mass","Full match",0.15,189.07901,190.08631,8.226,1644163.16749011,1,74.7,47,"DDA for preferred ion","[M+H]+1","sc009_2",1644163.16749011,7.8,"2","sc009","kps_pharmaceuticals_oct22","Single match found"
5636,"Phenyl salicylate","C13 H10 O3","Not the top hit","Invalid mass","Full match",0.14,214.06302,215.0703,18.804,1543209.77150171,1,63.3,46.8,"DDA for preferred ion","[M+H]+1","sc004_1",1541763.69788483,8.6,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
5636,"Phenyl salicylate","C13 H10 O3","Not the top hit","Invalid mass","Full match",0.14,214.06302,215.0703,18.804,1543209.77150171,1,63.3,46.8,"DDA for preferred ion","[M+H]+1","sc004_2",1543209.77150171,7.5,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_1",3833522.07413185,6.7,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc003_2",3736536.02858658,6.7,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_1",5203868.19731435,7.3,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_2",4985220.00076919,5.7,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
5919,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.16,164.09499,165.10227,7.844,1443092.6798477,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_1",1207742.84461723,7,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
5919,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.16,164.09499,165.10227,7.844,1443092.6798477,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc004_2",1238830.62378516,7,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",3000671.93870958,7.3,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",3119851.06994681,6.2,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
5919,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.16,164.09499,165.10227,7.844,1443092.6798477,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_1",1354144.90477447,5.3,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
5919,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.16,164.09499,165.10227,7.844,1443092.6798477,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc007_2",1138676.92741905,5.3,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
4891,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.19,164.09499,165.10227,8.024,1884775.06542267,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc014_1",613946.362284189,7.2,"1","sc014","kps_pharmaceuticals_oct22","Single match found"
8704,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.24,164.095,165.10227,6.846,553814.262480586,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc014_1",436835.21895591,5.5,"1","sc014","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_1",3465057.66014259,7.3,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc020_2",3318441.27327805,6.7,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc023_1",2048202.44071663,5.1,"1","sc023","kps_pharmaceuticals_oct22","Single match found"
1783,"Phenylalanine Amide","C9 H12 N2 O","Full match","No results","Full match",0.12,164.09498,165.10226,3.805,5203868.19731435,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc023_2",2053075.24100614,5.1,"2","sc023","kps_pharmaceuticals_oct22","Single match found"
6075,"Phenylbutazone","C19 H20 N2 O2","Full match","Not the top hit","Full match",0.49,308.15263,309.15991,7.916,1382165.29797402,4,94.2,9.7,"DDA for preferred ion","[M+H]+1","sc003_1",837627.295926219,7,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
6075,"Phenylbutazone","C19 H20 N2 O2","Full match","Not the top hit","Full match",0.49,308.15263,309.15991,7.916,1382165.29797402,4,94.2,9.7,"DDA for preferred ion","[M+H]+1","sc003_2",866043.796566903,8.6,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
6075,"Phenylbutazone","C19 H20 N2 O2","Full match","Not the top hit","Full match",0.49,308.15263,309.15991,7.916,1382165.29797402,4,94.2,9.7,"DDA for preferred ion","[M+H]+1","sc004_1",821040.845129562,7.5,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
6075,"Phenylbutazone","C19 H20 N2 O2","Full match","Not the top hit","Full match",0.49,308.15263,309.15991,7.916,1382165.29797402,4,94.2,9.7,"DDA for preferred ion","[M+H]+1","sc004_2",779340.242161852,8,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
6075,"Phenylbutazone","C19 H20 N2 O2","Full match","Not the top hit","Full match",0.49,308.15263,309.15991,7.916,1382165.29797402,4,94.2,9.7,"DDA for preferred ion","[M+H]+1","sc007_1",375142.916520916,7.7,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
6075,"Phenylbutazone","C19 H20 N2 O2","Full match","Not the top hit","Full match",0.49,308.15263,309.15991,7.916,1382165.29797402,4,94.2,9.7,"DDA for preferred ion","[M+H]+1","sc007_2",378353.103886031,6.1,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
6075,"Phenylbutazone","C19 H20 N2 O2","Full match","Not the top hit","Full match",0.49,308.15263,309.15991,7.916,1382165.29797402,4,94.2,9.7,"DDA for preferred ion","[M+H]+1","sc020_1",1382165.29797402,8.6,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
6075,"Phenylbutazone","C19 H20 N2 O2","Full match","Not the top hit","Full match",0.49,308.15263,309.15991,7.916,1382165.29797402,4,94.2,9.7,"DDA for preferred ion","[M+H]+1","sc020_2",1362323.33015944,5.9,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc005_2",374534.08052075,8.3,"2","sc005","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc005_1",141442.091695987,6,"1","sc005","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc008_1",5372637.87050476,9.5,"1","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc008_2",5829452.38138761,8.9,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc008_1",2082055.36335742,6.7,"1","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc008_2",2305771.34805357,8.4,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc010_1",3150367.82154378,8.9,"1","sc010","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc010_2",3391927.98682947,8.4,"2","sc010","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc011_1",7141067.635479,8.4,"1","sc011","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc011_2",6688047.7932852,7.8,"2","sc011","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc011_1",1927743.13307355,8.4,"1","sc011","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc011_2",1881431.11580311,8.4,"2","sc011","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc012_1",1875186.71910201,8.4,"1","sc012","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc012_2",1886289.87296472,8.4,"2","sc012","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc012_1",371306.241018421,6.1,"1","sc012","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc012_2",389973.518210043,6.6,"2","sc012","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc013_1",4605033.3108884,8.9,"1","sc013","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc013_2",4587416.30196497,8.4,"2","sc013","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc013_1",1985195.01135294,7.3,"1","sc013","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc013_2",2070549.95866338,7.8,"2","sc013","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc16_1",1130079.98254549,7.5,"1","sc16","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc16_2",997482.575825796,8.6,"2","sc16","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc16_2",380978.356292191,7.7,"2","sc16","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc17_1",761267.956091075,8.6,"1","sc17","kps_pharmaceuticals_oct22","Multiple matches found"
1249,"Phenylpyruvic acid","C9 H8 O3","Full match","No results","Full match",0.33,164.0474,182.08124,17.754,7141067.635479,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","sc17_2",708945.739364367,8.6,"2","sc17","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc17_1",302606.622842183,6.8,"1","sc17","kps_pharmaceuticals_oct22","Multiple matches found"
2830,"Phenylpyruvic acid","C9 H8 O3","Full match","Not the top hit","Full match",0.09,164.04736,165.05463,17.666,3391927.98682947,4,91,9.5,"DDA for preferred ion","[M+H]+1","sc17_2",303198.125910582,6.8,"2","sc17","kps_pharmaceuticals_oct22","Multiple matches found"
3022,"Phosphohydantocidin","C7 H11 N2 O9 P","No match","Invalid mass","Full match",-4.28,298.01894,299.02622,7.713,3159510.87701794,1,82.3,65,"DDA for preferred ion","[M+H]+1","sc003_1",1295475.58310648,8,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
3022,"Phosphohydantocidin","C7 H11 N2 O9 P","No match","Invalid mass","Full match",-4.28,298.01894,299.02622,7.713,3159510.87701794,1,82.3,65,"DDA for preferred ion","[M+H]+1","sc003_2",1301011.8531863,8.6,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
3022,"Phosphohydantocidin","C7 H11 N2 O9 P","No match","Invalid mass","Full match",-4.28,298.01894,299.02622,7.713,3159510.87701794,1,82.3,65,"DDA for preferred ion","[M+H]+1","sc004_1",985751.083193799,8,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
3022,"Phosphohydantocidin","C7 H11 N2 O9 P","No match","Invalid mass","Full match",-4.28,298.01894,299.02622,7.713,3159510.87701794,1,82.3,65,"DDA for preferred ion","[M+H]+1","sc004_2",886168.185807827,8,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
3022,"Phosphohydantocidin","C7 H11 N2 O9 P","No match","Invalid mass","Full match",-4.28,298.01894,299.02622,7.713,3159510.87701794,1,82.3,65,"DDA for preferred ion","[M+H]+1","sc020_1",3159510.87701794,7.8,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
3022,"Phosphohydantocidin","C7 H11 N2 O9 P","No match","Invalid mass","Full match",-4.28,298.01894,299.02622,7.713,3159510.87701794,1,82.3,65,"DDA for preferred ion","[M+H]+1","sc020_2",2920777.93470268,8.4,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
3022,"Phosphohydantocidin","C7 H11 N2 O9 P","No match","Invalid mass","Full match",-4.28,298.01894,299.02622,7.713,3159510.87701794,1,82.3,65,"DDA for preferred ion","[M+H]+1","sc16_1",829406.559844085,8,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
3022,"Phosphohydantocidin","C7 H11 N2 O9 P","No match","Invalid mass","Full match",-4.28,298.01894,299.02622,7.713,3159510.87701794,1,82.3,65,"DDA for preferred ion","[M+H]+1","sc16_2",885729.475435229,8,"2","sc16","kps_pharmaceuticals_oct22","Single match found"
314,"Phosphopantetheine","C11 H23 N2 O7 P S","No match","Invalid mass","Full match",-3.87,358.09497,381.08417,13.475,21385370.4936658,7,99.1,10,"DDA for preferred ion","[M+Na]+1","sc001_1",20172444.2229274,7.3,"1","sc001","kps_pharmaceuticals_oct22","Multiple matches found"
314,"Phosphopantetheine","C11 H23 N2 O7 P S","No match","Invalid mass","Full match",-3.87,358.09497,381.08417,13.475,21385370.4936658,7,99.1,10,"DDA for preferred ion","[M+Na]+1","sc001_2",21385370.4936658,6.2,"2","sc001","kps_pharmaceuticals_oct22","Multiple matches found"
7701,"Phosphopantetheine","C11 H23 N2 O7 P S","No match","Invalid mass","Full match",-3.86,358.09498,381.08426,13.927,862899.943991414,6,96.3,9.8,"DDA for preferred ion","[M+Na]+1","sc001_1",740731.176834573,7,"1","sc001","kps_pharmaceuticals_oct22","Multiple matches found"
7701,"Phosphopantetheine","C11 H23 N2 O7 P S","No match","Invalid mass","Full match",-3.86,358.09498,381.08426,13.927,862899.943991414,6,96.3,9.8,"DDA for preferred ion","[M+Na]+1","sc001_2",862899.943991414,8.6,"2","sc001","kps_pharmaceuticals_oct22","Multiple matches found"
