"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","palapye wwtp surface water","kasane wwtp (main) surface water","kasane wwtp (overflow) surface water","maun wwtp (main) waste water","maun wwtp (overflow) surface water","palapye wwtp (eff) waste water","francistown wwtp surface water","ghanzi wwtp surface water","glen valley (reclamation) surface water","glen valley (recreational) surface water","kasane (recreational) surface water","maun beach (before) surface water","maun beach (after) surface water","lecheng stream surface water","lecheng spring surface water","lotsane dam surface water","kasane (main) surface water","mogobane dam surface water","maru-a-pula surface water"
5438,"Phenyl phosphate","C6 H7 O4 P",0.48,174.00828,175.01556,17.179,"mz_cloud",NA,NA,NA,1619202.89398217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636,"Phenyl salicylate","C13 H10 O3",0.14,214.06302,215.0703,18.804,"kps_pharmaceuticals_oct22",1541763.69788483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,"Phenylalanine Amide","C9 H12 N2 O",0.12,164.09498,165.10226,3.805,"kps_pharmaceuticals_oct22",5203868.19731435,NA,NA,NA,NA,3833522.07413185,3000671.93870958,NA,3465057.66014259,2048202.44071663,NA,NA,NA,NA,NA,NA,NA,NA,NA
4891,"Phenylalanine Amide","C9 H12 N2 O",0.19,164.09499,165.10227,8.024,"kps_pharmaceuticals_oct22",NA,NA,NA,613946.362284189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6075,"Phenylbutazone","C19 H20 N2 O2",0.49,308.15263,309.15991,7.916,"kps_pharmaceuticals_oct22",821040.845129562,NA,NA,NA,NA,837627.295926219,375142.916520916,NA,1382165.29797402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,"Phenylpyruvic acid","C9 H8 O3",0.33,164.0474,182.08124,17.754,"kps_pharmaceuticals_oct22",NA,5372637.87050476,NA,NA,NA,NA,NA,1130079.98254549,NA,NA,7141067.635479,1875186.71910201,4605033.3108884,NA,NA,374534.08052075,NA,761267.956091075,NA
2830,"Phenylpyruvic acid","C9 H8 O3",0.09,164.04736,165.05463,17.666,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3150367.82154378,NA,NA
3022,"Phosphohydantocidin","C7 H11 N2 O9 P",-4.28,298.01894,299.02622,7.713,"kps_pharmaceuticals_oct22",985751.083193799,NA,NA,NA,NA,1295475.58310648,NA,829406.559844085,3159510.87701794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,"Phosphopantetheine","C11 H23 N2 O7 P S",-3.87,358.09497,381.08417,13.475,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20172444.2229274,NA,NA,NA,NA,NA
507,"Phosphorylcholine","C5 H15 N O4 P",-1.36,184.07362,185.0809,13.548,"kps_pharmaceuticals_oct22",4722267.66269701,287716.818552749,NA,NA,NA,14318178.0620114,395970.715648061,NA,NA,NA,NA,NA,NA,14955012.1261773,2163117.49661217,NA,NA,NA,NA
4023,"Phosphorylcholine","C5 H15 N O4 P",-1.33,184.07362,185.0809,9.538,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2372638.74008598,NA,NA,NA,NA,NA,NA
7125,"Phthaldialdehyde","C8 H6 O2",0.67,134.03687,135.04415,16.338,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505125.519404183,NA,NA,NA,NA,NA
5744,"Phthaldialdehyde","C8 H6 O2",0.7,134.03687,135.04415,8.558,"mz_cloud",NA,NA,NA,NA,NA,NA,1278057.06131269,NA,844964.702648669,NA,751282.027636586,NA,1500565.72976453,NA,NA,NA,890525.41181593,374349.409278413,652992.835212013
5472,"Phthaldialdehyde","C8 H6 O2",0.7,134.03687,135.04415,12.218,"mz_cloud",NA,1610102.92556251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3965,"Phthalic acid","C8 H6 O4",0.08,166.02662,167.0339,22.601,"kps_pharmaceuticals_oct22",1225431.13508807,695890.521283962,454638.08605965,2089283.86319521,661085.443140542,1147040.35373986,2400617.40096204,NA,1056360.61611765,1136192.9394659,NA,385534.466613544,NA,448567.264016179,NA,NA,581367.642160121,NA,NA
5867,"Phytosphingosine","C18 H39 N O3",0.41,317.29312,318.3004,16.717,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1461285.07504847,NA,NA
8653,"Pidolic acid","C5 H7 N O3",0.77,129.04269,130.04998,1.232,"kps_pharmaceuticals_oct22",554729.752485581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263091.821935569,NA,NA,NA,NA
5220,"Pikromycin/Amaromycin_BTM01877","C28 H45 N O8",3.59,523.3164,524.32367,20.501,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,NA,474883.590950658,NA,NA,NA,119289.582099475,NA,NA,327592.850609294,NA,NA
7593,"Pikromycin/Amaromycin_BTM01888","C26 H40 O9",-1.97,496.26625,497.27353,5.42,"itn_cyp_metabolites",NA,451297.713859616,NA,897225.678548984,NA,NA,588588.525799486,NA,NA,NA,NA,112680.506915703,158329.353235023,NA,NA,NA,NA,NA,115635.936653865
2132,"Pilocarpine","C11 H16 N2 O2",0.06,208.12119,209.12847,9.203,"kps_pharmaceuticals_oct22",NA,706049.396999654,NA,NA,NA,1196876.90893657,1131061.49236066,NA,2857417.09154179,4466443.28997153,1547011.87704704,405414.282836993,1214957.26938861,256396.248830239,534586.38325249,718824.591497426,NA,339648.389883834,1790784.88181993
1045,"Pilocarpine","C11 H16 N2 O2",0.02,208.12118,209.12845,6.62,"kps_pharmaceuticals_oct22",NA,NA,1524756.98318408,8390546.29110586,3577586.52890146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307481.950563453,NA,NA
2184,"Pilocarpine","C11 H16 N2 O2",0.09,208.1212,209.12847,6.78,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,410220.895511434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2457,"Pinacidil","C13 H19 N5",-4.99,245.16282,246.17009,7.785,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,485654.061765024,NA,1839952.54339305,3908953.19999888,NA,NA,NA,NA,NA,NA,NA,NA,165946.553490637
4294,"Pipemidic acid","C14 H17 N5 O3",0.52,303.1333,304.14057,6.96,"itn_kps",NA,NA,NA,NA,NA,NA,2159858.01441163,290055.865169204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9686,"Pipendoxifene","C29 H32 N2 O3",-3.03,456.23991,457.24719,21.294,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127993.099588785,NA,NA,NA,NA,NA
4711,"Piperiacetildenafil","C24 H31 N5 O3",-3.01,437.24137,438.24865,10.038,"mz_cloud",NA,NA,NA,NA,NA,NA,1932480.15096003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7991,"Pipradrol","C18 H21 N O",0.42,267.16243,268.1697,11.731,"kps_psychoactive_substances_v2",NA,768889.217412713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8780,"Pirbuterol","C12 H20 N2 O3",0.42,240.14749,263.13675,7.169,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,530255.912898688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5106,"Pirbuterol","C12 H20 N2 O3",0.37,240.14748,241.15476,7.548,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,1672163.76185871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,"Pirenzepine","C19 H21 N5 O2",0.03,351.16953,352.17681,16.522,"kps_pharmaceuticals_oct22",2351010.89676779,NA,NA,NA,NA,1790064.33316715,4967295.22998299,NA,2361362.52959038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4708,"Pirfenidone","C12 H11 N O",0.33,185.08412,186.09142,6.985,"kps_pharmaceuticals_oct22",1006373.84048796,NA,NA,NA,NA,NA,1863586.919085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5203,"Piritrexim","C17 H19 N5 O2",-3.81,325.15264,326.15991,12.09,"kps_pharmaceuticals_oct22",NA,906886.291335018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6237,"Pirlimycin_BTM01083","C17 H31 Cl N2 O6 S",4.89,426.16122,427.16852,15.299,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268319.21485421,NA,NA,NA,NA,NA
2206,"Piromidic acid","C14 H16 N4 O3",0.68,288.12244,289.12972,15.507,"itn_kps",4339651.31470795,NA,NA,NA,NA,2905400.73317294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3021,"Pivamdinocillin_BTM00786","C21 H33 N3 O6 S",3.97,455.21081,456.21809,6.052,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,3160486.40763724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9460,"Pivhydrazine","C12 H18 N2 O",0.34,206.14198,224.17582,7.164,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295725.547894132,NA,NA,NA,NA,NA
6323,"Plinabulin","C19 H20 N4 O2",-3.8,336.15735,337.16463,15.021,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,833446.225037977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2563,"Pmedap","C8 H13 N6 O4 P",2.22,288.07423,289.0815,10.25,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3677347.14801743,NA,NA,NA,NA
9480,"Poly THF n5","C20 H42 O6",0.08,378.29817,379.30535,19.54,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121892.964906673,NA,NA,285663.336726348,NA,NA,138830.009170178,NA,NA
2427,"Poly THF n5","C20 H42 O6",0.12,378.29818,401.28742,19.402,"mz_cloud",3204281.25637543,1367923.9313736,NA,NA,NA,3112821.6971677,3320049.89160261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842317.185934029
1195,"Poly THF n7","C28 H58 O8",0.24,522.41329,545.40253,20.722,"mz_cloud",NA,NA,NA,NA,NA,NA,7431396.32100591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.19,582.43441,600.46824,20.124,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,23734294.2040506,705672.555082781,NA,775596.384527456,NA,NA,360935.286769868,440491.095409208,NA,749012.90488414,NA,NA,NA
1291,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0,582.4343,605.42351,20.764,"kps_pharmaceuticals_oct22",NA,NA,NA,1392481.77270796,NA,2042354.03588502,NA,NA,1597994.23473094,NA,1382442.38967071,1014258.53992615,NA,NA,NA,NA,3579225.99200404,727850.887274696,1175972.09855417
5831,"Pomalidomide","C13 H11 N3 O4",0.47,273.07508,274.08236,11.372,"kps_pharmaceuticals_oct22",NA,NA,567239.99767341,NA,NA,NA,NA,NA,1240522.07347527,1086509.51579548,NA,NA,NA,NA,NA,NA,NA,NA,NA
8190,"Pralidoxime","C7 H8 N2 O",0.58,136.06374,137.07102,2.965,"itn_cyp_metabolites",NA,NA,705942.218740119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,"Pralidoxime","C7 H8 N2 O",0.64,136.06375,137.07103,1.985,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5390897.42401,NA,NA,NA,NA,NA,NA
4937,"Prazepam","C19 H17 Cl N2 O",0.79,324.1032,325.11047,10.692,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,1866310.03714191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,"Primidone","C12 H14 N2 O2",0.39,218.10561,219.11289,9.364,"kps_pharmaceuticals_oct22",8980475.65623503,1634812.32619374,4990301.96269003,1399437.75614608,2160147.48872728,7524550.41612659,15068800.7520403,NA,4912382.63332598,1811954.54560179,NA,NA,NA,NA,NA,674132.995647321,NA,NA,NA
4187,"Primidone","C12 H14 N2 O2",0.46,218.10563,219.1129,6.422,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,725814.981932938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,"Procainamide","C13 H21 N3 O",0.49,235.16858,236.17585,8.245,"kps_pharmaceuticals_oct22",1117914.54539436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5145,"Procaine","C13 H20 N2 O2",0.46,236.15259,237.15986,12.605,"kps_pharmaceuticals_oct22",1024005.75904204,715706.129929777,NA,NA,NA,NA,782024.548198002,NA,980539.011425784,1726149.21466918,NA,NA,NA,NA,394480.985475575,NA,NA,NA,NA
6181,"Procaine","C13 H20 N2 O2",0.36,236.15256,237.15984,13.998,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,1041566.86658608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3264,"Procaine","C13 H20 N2 O2",0.44,236.15258,237.15986,12.716,"kps_pharmaceuticals_oct22",NA,NA,NA,2931020.16730348,1748330.37989183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"Procarbazine","C12 H19 N3 O",0.4,221.1529,222.16018,7.671,"kps_pharmaceuticals_oct22",11027102.6352187,9918754.4357726,NA,NA,NA,18845831.6314826,52029450.2101323,NA,1987422.87970522,NA,NA,NA,NA,NA,126330.140688549,NA,NA,NA,NA
4319,"Procarbazine","C12 H19 N3 O",0.37,221.1529,222.16017,5.338,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,2168672.98151038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2991,"Procaterol","C16 H22 N2 O3",0.58,290.16321,291.17049,7.711,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,935226.763606718,NA,1023937.02488519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,"Procaterol","C16 H22 N2 O3",0.63,290.16322,291.1705,12.332,"kps_pharmaceuticals_oct22",1863832.80298718,921756.69610432,NA,NA,NA,NA,3520227.02051002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3462,"Procaterol","C16 H22 N2 O3",0.7,290.16325,291.17052,12.166,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,1120512.40824255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9122,"Prolylglycine","C7 H12 N2 O3",0.38,172.08486,173.09213,1.258,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416230.847104019,NA,NA,NA,NA
107,"Prolylleucine","C11 H20 N2 O3",0.36,228.14748,229.15475,1.2,"mz_cloud",7619026.50644649,12070951.3109254,49548685.388882,20701462.7223995,11039330.0435439,8864474.2628826,11471154.9359111,7397115.14202722,7504471.40320316,25862652.7518772,24147642.2255303,10027569.45058,22344719.663614,NA,NA,NA,21606989.5798827,4545659.56516697,15578154.6384817
9384,"Prontoglucal","C12 H18 N2 O7 S",4.52,334.08498,335.09226,4.75,"itn_kps",NA,NA,NA,NA,NA,NA,325379.842113231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,"Propacetamol","C14 H20 N2 O3",0.35,264.14748,265.15476,15.964,"kps_pharmaceuticals_oct22",12570185.3069106,819003.382285641,NA,NA,NA,7770154.11915481,11627345.1799076,NA,1369620.58463903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,"Propacetamol","C14 H20 N2 O3",0.37,264.14749,265.15476,7.187,"kps_pharmaceuticals_oct22",NA,NA,6641654.61830474,3372457.40887526,1711106.95123419,NA,NA,822953.719747873,NA,7907848.97822106,NA,NA,2544755.93057244,NA,NA,985440.503230839,NA,NA,NA
2643,"Propanthelin","C23 H30 N O3",3.51,368.22386,369.23113,23.337,"kps_pharmaceuticals_oct22",1330116.83416636,691350.700130317,866537.013173349,3635289.51733049,2098063.05406986,1170939.15207047,1432954.16443964,1046095.62392362,1074044.31878392,2854829.02196824,788710.568567114,1021436.17101902,739263.985371596,931511.267638683,775005.999026907,712316.950434737,1169670.69097605,880959.483273086,812221.893736406
7699,"Propazine","C9 H16 Cl N5",4.09,229.11036,230.11764,7.166,"mz_cloud",NA,NA,NA,827328.264489223,601597.981004879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7821,"Propicillin_BTM00815","C18 H20 N2 O5 S",-0.26,376.10919,377.11647,10.515,"itn_cyp_metabolites",498428.0430844,NA,NA,NA,NA,NA,NA,NA,822734.64062486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,"Propranolol","C16 H21 N O2",0.4,259.15733,260.16461,10.299,"kps_pharmaceuticals_oct22",6473302.52793247,NA,NA,NA,NA,5796762.59241134,2088001.69457832,NA,5640431.24179746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,"Propranolol","C16 H21 N O2",0.37,259.15732,260.1646,7.486,"kps_pharmaceuticals_oct22",NA,NA,NA,8420479.19588143,2264873.36859673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6493,"Propranolol","C16 H21 N O2",0.41,259.15734,260.16461,9.236,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,1240930.4089814,NA,NA,NA,NA,NA,NA,NA,NA,NA
6462,"Propylparaben","C10 H12 O3",0.31,180.0787,181.08598,19.239,"itn_cyp_metabolites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351416.375542444,NA,NA,NA,NA,NA
1492,"Propyzamide","C12 H11 Cl2 N O",0.26,255.02184,256.02911,16.339,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,6165078.86984289,698439.094050257,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,"Proscaline","C13 H21 N O3",0.42,239.15224,240.15952,4.938,"kps_psychoactive_substances_v2",NA,NA,NA,3749616.29602219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,"Prostaglandin b2","C20 H30 O4",0.04,334.21442,335.22165,17.557,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5419090.13674303,NA,NA,NA,NA,NA,NA
7167,"Proxyphylline","C10 H14 N4 O3",0.37,238.10668,261.09589,5.885,"kps_pharmaceuticals_oct22",NA,NA,1022915.0103267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,"Pruvanserin","C22 H21 F N4 O",2.45,376.17086,377.17814,7.56,"kps_pharmaceuticals_oct22",NA,5474301.661573,NA,NA,NA,14089710.3587175,NA,9172929.06058209,18084482.2640969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4768,"Pruvanserin","C22 H21 F N4 O",2.51,376.17088,377.17816,9.585,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,1946982.34640801,NA,NA,NA,NA,NA,207873.482079226,NA,NA,NA,NA,NA,NA
5046,"Pruvanserin","C22 H21 F N4 O",2.78,376.17098,377.17826,8.758,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934627.462988131,NA,NA,NA,NA,NA,NA,NA
7406,"Psilocybin","C12 H17 N2 O4 P",4.28,284.09381,285.10108,15.707,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761795.301849819,NA,NA,NA,NA,NA,NA,NA,NA
6106,"Pyrazinamide","C5 H5 N3 O",1.13,123.0434,124.05068,6.775,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,1330335.57193849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7973,"Pyridoxal","C8 H9 N O3",0.23,167.05828,168.06553,7.823,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,773884.996191907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8457,"Pyridoxal","C8 H9 N O3",0.2,167.05828,168.06555,7.933,"kps_pharmaceuticals_oct22",NA,NA,632081.795922357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7292,"Pyridoxal","C8 H9 N O3",0.15,167.05827,168.06554,8.123,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914284.198128111,NA,NA,NA,NA,NA,NA
5917,"Pyridoxamine","C8 H12 N2 O2",0.19,168.08991,169.09719,5.067,"kps_pharmaceuticals_oct22",NA,NA,834897.574485247,NA,1354387.08414947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3393,"Pyridoxine","C8 H11 N O3",0.32,169.07395,170.08122,9.592,"kps_pharmaceuticals_oct22",NA,NA,1685958.97611348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6318,"Pyrilamine","C17 H23 N3 O",0.76,285.18433,286.1916,11.807,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,1043695.85219903,NA,460303.793156685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9395,"Pyroxamide","C13 H19 N3 O3",0.38,265.14274,266.15002,6.525,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236487.532096301,NA,NA,NA,NA,NA
9568,"QUPIC","C23 H22 N2 O2",-3.63,358.16683,359.1741,19.509,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119776.370140865,NA,NA,NA,183820.911332489,NA,NA
4964,"Quinethazone","C10 H12 Cl N3 O3 S",2.19,289.02942,290.0367,9.073,"kps_pharmaceuticals_oct22",NA,NA,NA,1852967.13917494,1055131.69171533,NA,NA,NA,NA,345806.98662393,NA,NA,NA,NA,NA,NA,NA,NA,NA
4107,"Quinine","C20 H24 N2 O2",0.32,324.18388,325.19116,9.045,"kps_pharmaceuticals_oct22",2312400.92844559,NA,NA,NA,NA,1535308.49830787,1541563.60449995,217648.447160809,NA,NA,NA,NA,974295.792056533,102525.765920052,NA,NA,NA,NA,NA
7382,"R-Chloroquine","C18 H26 Cl N3",2.4,319.18229,639.37179,20.591,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937521.619766423,NA,NA
1013,"RALOXIFENE CORE","C14 H10 O2 S",0.83,242.04035,243.04763,6.568,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,5454302.07873184,495189.444727894,257145.024661648,NA,NA,157509.269727064,126062.266301566,NA,8462849.05696554,923232.878081318,119434.990409953,NA,NA,222349.578137369
6652,"Racemomycin B","C31 H58 N12 O10",-0.45,758.43954,759.44682,5.548,"itn_kps",NA,1186530.06029517,NA,NA,NA,NA,NA,NA,NA,NA,515876.295573492,NA,NA,NA,NA,NA,NA,NA,NA
4064,"Racemomycin B","C31 H58 N12 O10",-0.6,758.43943,759.44671,5.868,"itn_kps",NA,NA,NA,1852731.16296839,NA,NA,NA,741361.745338593,NA,NA,NA,714651.922801348,NA,NA,NA,NA,NA,NA,731697.126730538
8418,"Radicinin","C12 H12 O5",0.3,236.06855,237.07583,10.097,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180892.611962207,NA,228514.199819953
6613,"Radicinin","C12 H12 O5",0.52,236.0686,237.07587,16.322,"mz_cloud",NA,NA,NA,NA,NA,NA,NA,NA,836038.837744751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5700,"Ranelic acid","C12 H10 N2 O8 S",4.63,342.01737,343.02465,11.85,"kps_pharmaceuticals_oct22",NA,1485491.12798965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,"Ranitidine","C13 H22 N4 O3 S",-1.6,314.14076,315.14803,19.232,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,5447868.33523702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2854,"Ranitidine","C13 H22 N4 O3 S",-1.53,314.14078,315.14806,18.003,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3139109.23505644,NA,NA,NA,NA,NA,553320.438238659,NA,108410.536617438
4893,"Ranitidine","C13 H22 N4 O3 S",-1.55,314.14078,315.14805,17.552,"kps_pharmaceuticals_oct22",NA,NA,NA,1217640.92879889,1484142.40459338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5761,"Recoflavone","C20 H18 O8",-0.25,386.10007,387.10735,17.417,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163021.366649599,NA,1291766.83961804,NA,NA,NA,NA,NA,NA
1266,"Remikiren","C33 H50 N4 O6 S",1.54,630.34608,648.37997,11.018,"itn_kps",7053964.501546,NA,NA,NA,NA,NA,NA,791427.865185308,NA,NA,NA,NA,1317764.48882052,NA,NA,413596.131388457,NA,NA,240554.311259218
5241,"Resveratrol","C14 H12 O3",0.43,228.07874,229.08602,17.273,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,506225.275121,NA,NA,NA,NA,NA,NA,1632294.31787091,NA,NA,NA,NA,NA,NA
3753,"Resveratrol","C14 H12 O3",0.46,228.07875,229.08603,15.933,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,2397806.61832913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3400,"Retinol","C20 H30 O",0.46,286.2298,287.23707,19.424,"kps_pharmaceuticals_oct22",2797085.64902833,NA,NA,NA,NA,2079759.0533008,NA,759976.497443376,NA,NA,NA,NA,983685.480578306,NA,NA,NA,NA,NA,NA
4806,"Retinol","C20 H30 O",0.51,286.22981,287.23709,22.703,"kps_pharmaceuticals_oct22",NA,NA,NA,786932.978513444,180430.462607184,NA,1918419.89555041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,"Retinol acetate","C22 H32 O2",0.02,328.24024,351.22944,21.512,"kps_pharmaceuticals_oct22",NA,681436.534486072,NA,NA,NA,NA,5022055.50784906,NA,NA,NA,NA,NA,543285.812332668,NA,947728.053802872,1966713.87533516,NA,NA,NA
3192,"Retosiban","C27 H34 N4 O5",-2.78,494.25155,495.25878,13.651,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,2993965.32392767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,"Rezatomidine","C13 H16 N2 S",0.52,232.10354,233.11082,14.24,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3773882.22924659,NA,3348733.73893791
