"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","lysimeter_control_op_260122","thailand_sample_8","landfill_eg_0_3y","landfill_eg_3_10y","landfill_eg_y104","landfill_op_y104","lysimeter_control_eg_171221","lysimeter_control_eg_250122","lysimeter_control_op_171221","lysimeter_eg_03y_171221","lysimeter_eg_03y_250122","lysimeter_eg_0_3y_14062022","lysimeter_op_10y_140622","lysimeter_op_10y_171222","lysimeter_control_op_140622","lysimeter_eg_3_10y_171221","lysimeter_op_0_3y_171221","thailand_sample_7","crh_fst1","crh_fst5","crh_inlet","lysimeter_eg3_104_140622","lysimeter_eg3_104_250122_20221003231510","lysimeter_op3_104_140622","crh_fst2","crh_fst3","crh_fst4","lysimeter_control_eg_140622","lysimeter_eg104_140622","lysimeter_eg3_104_250122","lysimeter_eg_104_171221","lysimeter_op0_34_140622","lysimeter_op_0_3y_250122","lysimeter_op_3_10y_171221","lysimeter_op_3_10y_250122","lysimeter_op_7104_250122","thailand_sample_1","thailand_sample_2","thailand_sample_3","thailand_sample_5","thailand_sample_6","thailand_sample_4"
105,"[Ethylenediaminetetraacetic acid]",NA,NA,292.09081,293.09809,1.267,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914265.56270438,1565230.05623109,NA,NA,NA,NA,1523712.16784119,1183862.35342514,1601631.27996928,NA,NA,NA,NA,NA,NA,NA,164483.770587355,NA,NA,NA,NA,52143792.0725436,NA,NA
4177,"[Ethylhexyl methoxycinnamate]",NA,NA,290.18838,291.19566,18.132,"kps_psychoactive_substances_v2",845383.158662882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948420.835366095,NA,846060.042670085,707700.522480597,NA,758080.422775931,NA,326107.795244044,353554.987096519,327855.032874857,NA,NA,506032.340763356,338542.697980175,397143.4087956,NA,1346590.37360842,445683.497026785,NA,264891.473337873,1086872.57668173,NA,495268.932243395,531681.207245665,937887.598237138,476026.219399659,1016073.18954495,1136083.79209403,263357.595222893,225489.453768712,NA
5130,"[Ethylhexyl methoxycinnamate]",NA,NA,290.18837,291.19565,15.883,"kps_psychoactive_substances_v2",NA,984373.450389747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5686,"[Fenofibrate]",NA,NA,360.11439,361.12167,12.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814160.768690566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,"[Fenoterol]",NA,NA,303.1472,304.15448,7.946,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2373367.40942562,320853.235968734,461733.138863183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8272,"[Fixapret 140 / Tetrahydro-1,3,4,6-tetrakis(hydroxymethyl)imidazo[4,5-d]imidazole-2,5(1H,3H)-dione]",NA,NA,262.09124,263.09852,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,110692.147998421,129135.550820171,NA,NA,NA,NA,NA,NA,112953.669050069,NA,NA,NA,145162.633421447,NA,NA,116622.199195762,NA,NA,NA,100964.345995409,NA,103528.257607565,NA,115683.933248014,151942.950530653,111069.925921741,NA,NA,NA,104474.587934355,NA,NA,NA,NA
3977,"[Formylpiperidine]",NA,NA,113.0842,114.09148,6.56,"kps_pharmaceuticals_oct22",NA,NA,307726.514987078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141975.978455093,NA,NA,NA,NA,NA,NA,NA,NA,176940.23665802,NA,NA,NA,141060.097546996,NA,104154.653520442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1819,"[Formylpiperidine]",NA,NA,113.0842,114.09147,12.875,"kps_pharmaceuticals_oct22",2414419.80249318,1878875.98626076,NA,3568456.68326698,NA,NA,1583345.13243579,NA,2364436.52295112,1133487.25480917,801049.003849751,NA,830061.03728784,NA,NA,NA,938886.246255188,1024824.17394255,NA,NA,NA,NA,760697.967786694,NA,NA,NA,NA,NA,815954.151559425,NA,NA,NA,2711388.57191598,1386339.46670219,467539.428264094,NA,956251.349602232,1098600.08525401,841348.955725382,1237679.63775699,982066.53347499,1141756.14500728
2072,"[Formylpiperidine]",NA,NA,113.08421,114.09148,6.342,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,307806.513118954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,"[Formylpiperidine]",NA,NA,113.0842,114.09148,1.842,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3348587.7345807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7184,"[Formylpiperidine]",NA,NA,113.08413,114.09147,6.194,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150871.400581197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155212.763138999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2961,"[Gemfibrozil]",NA,NA,250.15703,251.1643,17.574,"kps_pharmaceuticals_oct22",NA,NA,2092081.61233505,987088.907228565,NA,651472.55920173,663376.118945598,396858.641079364,NA,1706189.96470442,713101.2258167,2081137.97638644,882538.173472606,NA,418560.530971283,581732.629315609,NA,NA,NA,NA,NA,NA,NA,195365.152133198,NA,NA,NA,NA,NA,NA,NA,915243.515311236,NA,NA,NA,516679.354060855,NA,NA,NA,NA,NA,NA
6482,"[Gemfibrozil]",NA,NA,250.15703,251.16431,12.28,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593489.525062065,NA,NA,NA,NA,NA,NA,NA,NA
4028,"[Gemfibrozil]",NA,NA,250.15701,251.1643,14.593,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420682.33310729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,"[Gemfibrozil]",NA,NA,250.15703,251.16431,14.949,"kps_pharmaceuticals_oct22",NA,834642.523106469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4020,"[Hexa(methoxymethyl)melamine]",NA,NA,126.06549,127.07277,1.294,NA,NA,NA,NA,NA,NA,NA,NA,129424.835892281,NA,NA,NA,NA,613503.067605493,NA,236161.430214753,NA,1424213.92446929,NA,236326.952258484,171984.590975972,NA,454675.530995015,175516.641732165,641303.054162254,228820.918279757,229505.861967401,217219.18771776,178849.502859625,153636.023714832,205965.060684196,NA,165010.271254566,NA,NA,251754.197159798,NA,363436.629086025,181799.848462441,347140.548844771,NA,388036.565385122,NA
8273,"[Hexazinone]",NA,NA,252.15746,253.16468,8.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,151744.716697083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102252.954609081,120696.983482839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4774,"[Hexobarbital]",NA,NA,236.11617,237.12344,5.31,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174917.196314579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,"[Hexobarbital]",NA,NA,236.11619,237.12346,5.509,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,149551.736142107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,"[Hexobarbital]",NA,NA,236.1162,237.12348,11.171,"kps_pharmaceuticals_oct22",NA,3944125.96894116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3722499.50279358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5177,"[Homosalate]",NA,NA,262.15705,263.16432,15.714,NA,NA,NA,912039.723911572,NA,NA,NA,621789.032792682,142122.522531907,NA,NA,177520.404055754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5235,"[Homosalate]",NA,NA,262.15702,263.1643,13.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950267.071326843,NA,314073.621182647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4854,"[Ibuprofen]",NA,NA,206.13069,207.13797,12.072,"kps_pharmaceuticals_oct22",NA,NA,NA,1087294.35408863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4284,"[Ibuprofen]",NA,NA,206.13071,207.13798,13.843,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,585586.692678054,NA,634791.83990488,NA,NA,NA,NA,NA,NA,NA,1297312.74005542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419971.006673433,547894.459231193,NA,NA,NA,NA,NA,NA,NA,NA
6467,"[Ibuprofen]",NA,NA,206.13072,207.13799,12.989,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,288953.461916972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2307,"[Imiprothrin]",NA,NA,318.15799,319.16526,9.924,"kps_psychoactive_substances_v2",NA,NA,2745657.97972852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2883,"[Imiprothrin]",NA,NA,318.15801,319.16528,7.761,"kps_psychoactive_substances_v2",NA,NA,NA,2148213.00644081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,"[Irganox 1076]",NA,NA,530.47004,553.45927,22.156,NA,17317896.4808579,NA,NA,NA,NA,NA,NA,NA,NA,NA,17213517.2666207,NA,NA,NA,NA,NA,NA,NA,5899964.62530237,4943972.56441827,14462810.2772153,NA,NA,NA,15011810.8329203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6112,"[Loratadine]",NA,NA,382.14381,383.15109,5.087,"kps_pharmaceuticals_oct22",NA,NA,NA,694090.838585345,NA,NA,NA,112213.460347549,NA,279911.76824884,184952.181598128,NA,104217.404026035,386920.720144238,NA,589250.384457461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166747.788925615,NA,NA,NA,NA,NA,115572.275588668,NA,NA,NA,NA,NA,NA
7958,"[Lovastatin]",NA,NA,404.25655,405.26373,16.777,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100903.909419708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3013,"[Malathion]",NA,NA,330.03757,331.04486,1.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048605.27642128,NA,NA
4422,"[Medazepam]",NA,NA,270.0934,271.10068,11.703,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242384.77573703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,"[Metalaxyl]",NA,NA,279.14721,280.15449,5.678,NA,NA,NA,1993633.03004905,NA,NA,2398052.82844861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1457700.92414276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"[Metaldehyde]",NA,NA,176.10489,177.11217,9.553,NA,74996411.6749313,NA,NA,NA,126805565.693567,49030253.6887657,NA,123743089.807793,145176138.691396,NA,100662764.378921,64763180.6319827,132455908.145293,18762226.9931558,92030550.5760189,NA,80928011.9272702,NA,NA,NA,NA,112596038.732812,68818042.457714,117320182.901387,NA,NA,NA,101943231.308048,117865366.934358,146427085.70742,NA,140017240.428679,146154829.602514,100447936.266874,NA,NA,631053.756556602,2001289.02029995,5716119.75857554,NA,381284.166681862,NA
50,"[Metaldehyde]",NA,NA,176.1049,177.11218,8.339,NA,NA,493216.141054373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4090,"[Methanone,�Irgacure�184]",NA,NA,204.11504,205.12232,13.974,NA,NA,NA,NA,NA,NA,NA,1001218.32674567,NA,NA,NA,NA,NA,NA,NA,NA,NA,564245.27044602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397674.035554548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3121,"[Methicillin]",NA,NA,380.10409,381.11137,9.62,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950588.31446525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7995,"[Methiocarb]",NA,NA,225.08242,226.0897,5.957,NA,132542.711375324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177928.14541174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129064.777576959,NA,NA,NA,NA,NA,NA,NA,NA
5109,"[Methyl neodecanamide]",NA,NA,185.178,186.18528,17.71,NA,413264.298600462,263934.630683184,NA,245247.418588278,NA,NA,314596.647758864,342108.698948221,280195.982267148,322282.230263958,341295.982003876,424578.033742306,351675.559216559,353622.117923443,365493.615187702,352700.806161886,378699.303432836,235307.059469085,491028.484183979,631758.531807331,520494.386229557,435397.004726776,373171.05619986,NA,530389.397718402,489625.248683395,543328.405350467,402437.193808428,503375.958979934,446948.990034112,418947.25472358,419676.254947282,388067.445047825,380092.094018493,400481.405240307,424313.707693408,259446.854789047,263104.925079891,277214.467305868,264963.353820666,265960.374608532,245090.290415703
673,"[Methylphenylisocyanate]",NA,NA,133.05285,134.06012,9.396,"kps_pharmaceuticals_oct22",9483578.43894453,NA,NA,686450.468609027,NA,NA,3614114.62981916,NA,1694447.48943304,3434145.93686962,NA,NA,NA,NA,NA,NA,3721098.86244097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8941379.83797852,8405612.6415824,NA,NA,NA,NA,NA,NA,NA,NA
4877,"[Methylphenylisocyanate]",NA,NA,133.05284,134.06011,9.791,"kps_pharmaceuticals_oct22",NA,929214.632714299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078556.98913271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3935,"[Metoxuron]",NA,NA,228.06756,229.07483,11.47,NA,NA,NA,NA,1459714.74370309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271931.942669068,NA,NA,NA,NA
2496,"[Metoxuron]",NA,NA,228.06758,229.07484,12.708,NA,1147309.97102895,NA,NA,NA,1151045.18297134,NA,NA,NA,1216686.39973334,NA,1121755.04291751,604180.732393552,1827152.95267334,NA,1502879.42317639,NA,NA,NA,NA,NA,NA,1449194.41119615,845312.125978013,1957371.27148601,NA,NA,NA,1353990.50516103,1220234.04337634,2088653.83250145,NA,2043300.33007797,2532390.43584348,824582.548567372,NA,NA,NA,NA,497324.000613251,NA,NA,NA
3136,"[Metrifonate (Trichlorfon)]",NA,NA,255.92342,256.9307,1.089,NA,1058768.16408061,571541.884145898,NA,135500.639531762,NA,304938.500579302,472710.905534177,401701.446762765,747725.046675967,869754.97696021,NA,294871.220293544,1013272.24299118,NA,1777428.34034454,1227869.39569084,1864139.48268089,1206645.15203039,NA,NA,NA,NA,1593546.58718306,1445446.70932398,273785.898841258,359463.148989052,299144.046191849,766566.337253772,996958.490975063,1431112.33947501,470456.335047529,1055033.18314269,760093.973960949,1940432.56673187,385011.489105281,747429.273689882,470590.797455737,746291.16133366,489471.216908602,467043.888905603,635865.859220958,254617.887576915
4223,"[Moclobemide]",NA,NA,268.09892,269.1062,15.856,"kps_psychoactive_substances_v2",NA,NA,NA,1328853.26902627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3970,"[Moclobemide]",NA,NA,268.09889,269.10616,16.474,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,730212.409823728,NA,1184331.89754889,NA,NA,NA,NA,NA,NA,NA,599239.493866612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443796.42571272,NA,NA,NA,NA,NA,NA,NA,NA
5878,"[Moclobemide]",NA,NA,268.0989,269.10618,15.209,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,759599.523277588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3311,"[Moclobemide]",NA,NA,268.0989,269.10617,13.136,"kps_psychoactive_substances_v2",NA,1820098.74938596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1780286.22497547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,"[Musk ambrette]",NA,NA,268.10605,269.11333,1.43,NA,NA,NA,583284.678857455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6573,"[Musk ambrette]",NA,NA,268.10606,269.11332,4.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570803.52196515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,"[Musk ambrette]",NA,NA,268.10606,269.1133,11.588,NA,NA,14317696.8361249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14635883.0557309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118414.105858706,NA
3209,"[Musk ketone]",NA,NA,294.12166,295.12894,5.252,"kps_pharmaceuticals_oct22",NA,NA,NA,969532.424503838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139953.392315787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,"[Mutagen X]",NA,NA,215.91551,216.92279,1.205,NA,NA,NA,11364179.8671177,5434539.20420055,5830618.62117647,3938543.99827257,4835116.66404997,NA,NA,NA,6447079.81069025,NA,543151.539513005,NA,NA,2183717.66561264,NA,NA,383604.821055701,NA,924312.924692142,NA,2453222.6624388,1374099.93333069,277911.400079952,321437.485710761,NA,NA,1867742.33450451,2790490.64235805,NA,NA,878887.50958283,NA,NA,NA,549562.400048933,NA,NA,10227024.0543498,NA,13195177.3915509
6575,"[N,N'-methylenebismorpholine / 4,4-methylenedimorpholine]",NA,NA,186.13685,187.14413,6.105,NA,NA,NA,NA,NA,NA,NA,563542.210704278,NA,NA,NA,NA,NA,NA,NA,NA,NA,570702.585399417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,"[N,N-Dibutylformamide]",NA,NA,157.1467,158.15398,15.32,NA,NA,1402987.91498777,NA,NA,1409232.49060578,1341909.93506075,NA,1126819.50505205,NA,NA,1019545.38143043,1156477.20369809,1002706.80080659,1069681.71112438,997064.538940875,1163053.71870817,NA,1186645.81747927,1136767.04590115,1074390.25254976,1080947.01648453,1045104.6064988,913450.298922867,1111524.67407298,1099754.58252272,1071715.39971279,1115239.5965968,1236393.8218742,1070921.98185902,1140591.15718773,1035179.59821832,NA,NA,NA,971808.494622103,1021951.50777658,1266538.3625339,1290090.97449162,1360721.79437947,1300335.89690407,1283289.37703477,1298389.68017259
378,"[N,N-Dibutylformamide]",NA,NA,157.14671,158.15398,1.959,NA,3766069.42096241,NA,2795942.48190835,16459278.4321655,NA,NA,4279248.27052398,NA,16352538.2807401,7830226.49091429,NA,NA,NA,NA,NA,NA,6301046.01972053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099230.62865117,1831313.98776724,14087893.0403654,NA,NA,NA,NA,NA,NA,NA,NA
5890,"[N-Acetylmorpholine]",NA,NA,129.07907,130.08635,1.199,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465430.540879842,NA,756482.127784504,NA,NA,NA,330668.448605204,NA,NA,NA,NA,NA,147807.845999542,NA,NA,NA,358840.286942423,NA,243189.876493407,NA,NA,NA,NA,NA
458,"[N-Acetylmorpholine]",NA,NA,129.07908,130.08635,1.348,"kps_pharmaceuticals_oct22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13602120.5522763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424130.55913729,1371085.33678124,NA,NA,NA,NA,400463.877832771,NA,NA,NA
567,"[N-Ethylphthalimide]",NA,NA,175.06337,176.07065,11.113,NA,605288.446152721,NA,NA,NA,NA,NA,11234744.2634469,NA,944168.374387849,NA,NA,NA,NA,NA,NA,NA,483739.600832691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092427.78864698,2505456.59893475,NA,NA,NA,NA,NA,NA,NA,NA
5174,"[N-Ethylphthalimide]",NA,NA,175.06335,176.07063,5.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970405.91938279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3611,"[N-Ethylphthalimide]",NA,NA,175.06336,176.07065,9.393,NA,NA,1633459.62090274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2094,"[N-Methylphenacetine]",NA,NA,193.1103,194.11757,5.357,"kps_psychoactive_substances_v2",NA,NA,2383105.73235816,1722005.2967394,NA,NA,617218.98754716,NA,NA,1029691.32647614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2847,"[N-Methylphenacetine]",NA,NA,193.1103,194.11758,13.419,"kps_psychoactive_substances_v2",NA,1695257.29181416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187954.58164052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,"[N-nitrosodiphenylamine]",NA,NA,198.0794,199.08661,9.947,NA,NA,6203626.84632201,NA,1392448.57611666,NA,NA,331603.28905691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7215990.71040682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8031,"[N-nitrosopiperidine]",NA,NA,114.07945,115.08673,1.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157843.815360181,NA,NA,NA
7788,"[N-phenyl-naphthylamine]",NA,NA,219.10467,220.11195,5.411,NA,162317.568965238,NA,NA,NA,162065.727247648,NA,NA,NA,NA,NA,NA,153276.895697338,NA,NA,190714.476817783,NA,153099.445049702,NA,NA,NA,NA,257904.99024264,159704.160881388,208025.177412233,NA,NA,NA,201986.80585565,211620.644983068,NA,NA,247940.868663209,222300.928090049,191733.566568468,NA,NA,NA,NA,NA,NA,NA,NA
3434,"[Nandrolone]",NA,NA,274.19337,275.20065,15.853,"kps_psychoactive_substances_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746896.21601186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
