"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","count_2","sample","intensity"
"7362","Pirbuterol","C12 H20 N2 O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.296,240.147464,241.154738,8.1508,935210.032265627,11,59.26,36.72,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_020",1638329.30667832
"7363","Pirbuterol","C12 H20 N2 O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.296,240.147464,241.154738,8.1508,935210.032265627,11,59.26,36.72,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_023",1645170.0256825
"7364","Pirenzepine","C19 H21 N5 O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",-0.02,351.16952,352.17679,17.922,4349089.33419672,9,54.5,7.7,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_003",1675680.30841091
"7365","Pirenzepine","C19 H21 N5 O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",-0.02,351.16952,352.17679,17.922,4349089.33419672,9,54.5,7.7,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_020",2584359.01379034
"7366","Piretanide","C17 H18 N2 O5 S","Pharmaceuticals","No match","Not the top hit","Full match",0.12,362.09368,363.10096,12.967,218936.915461205,15,91.4,9.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_003",207023.461411464
"7367","Pirimiphos-methyl","C11 H20 N3 O3 P S","Pesticides","No match","Partial match","Full match",2.25,305.09699,306.10426,23.564,85518.8749795415,7,97.3,9.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_023",79389.9565583623
"7368","Pirlimycin","C17 H31 Cl N2 O5 S","Pharmaceuticals","No match","Not the top hit","Full match",1.26,410.16474,411.172005,21.9855,592699.55507512,17,90.95,9.55,"No matches found","Single match found","No matches found","Multiple matches found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_004",132951.293498807
"7369","Pirlimycin","C17 H31 Cl N2 O5 S","Pharmaceuticals","No match","Not the top hit","Full match",1.26,410.16474,411.172005,21.9855,592699.55507512,17,90.95,9.55,"No matches found","Single match found","No matches found","Multiple matches found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_005",139155.950178819
"7370","Pirlimycin","C17 H31 Cl N2 O5 S","Pharmaceuticals","No match","Not the top hit","Full match",1.26,410.16474,411.172005,21.9855,592699.55507512,17,90.95,9.55,"No matches found","Single match found","No matches found","Multiple matches found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_017",121316.084448537
"7371","Pirodavir","C21 H27 N3 O3","Pharmaceuticals","Invalid mass","Not the top hit","Full match",-4.37,369.20363,370.21091,11.357,1646585.38079861,6,44.7,7.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",243916.368978855
"7372","Piromidic acid","C14 H16 N4 O3","Pharmaceuticals","Full match","Not the top hit","Full match",0.57,288.1224,289.12968,16.919,3086086.9945483,21,87.9,54.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_007",373563.690559321
"7373","Piromidic acid","C14 H16 N4 O3","Pharmaceuticals","Full match","Not the top hit","Full match",0.57,288.1224,289.12968,16.919,3086086.9945483,21,87.9,54.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_016",83534.7227190534
"7374","Piromidic acid","C14 H16 N4 O3","Pharmaceuticals","Full match","Not the top hit","Full match",0.57,288.1224,289.12968,16.919,3086086.9945483,21,87.9,54.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_020",619176.013941676
"7375","Pivagabine","C9 H17 N O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.185,187.12088,199.119105,15.367,606244.07501543,4,70.8,36.35,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",2,"sc_005",1080070.00552543
"7376","Pivagabine","C9 H17 N O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.185,187.12088,199.119105,15.367,606244.07501543,4,70.8,36.35,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",2,"sc_011",93130.9796287749
"7377","Plinabulin","C19 H20 N4 O2","Pharmaceuticals","No match","Not the top hit","Full match",-4.05,336.15726,337.16458,17.259,1806169.08272849,16,78.3,8.9,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_020",1744733.61158459
"7378","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_001",967270.86875425
"7379","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_002",308909.357375377
"7380","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_004",349378.019174364
"7381","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_005",355822.235157533
"7382","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_007",499440.280641627
"7383","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_008",411771.50580213
"7384","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_009",267845.91667141
"7385","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_011",731605.464183648
"7386","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_012",432718.221249726
"7387","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_013",525906.26316169
"7388","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_014",771769.657766626
"7389","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_015",406532.52150095
"7390","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_016",355983.91842813
"7391","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_017",418490.50727687
"7392","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_018",535984.388245973
"7393","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_020",786872.008231227
"7394","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",17,"sc_023",1228613.05280249
"7395","Polyoxyethylene (9) lauryl ether","C30 H62 O10","Pharmaceuticals","No match","No results","Full match",0.1,582.434356666667,602.11999,21.7963333333333,13938548.5222568,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+NH4]+1",20,"sc_001",2545792.3778855
"7396","Polyoxyethylene (9) lauryl ether","C30 H62 O10","Pharmaceuticals","No match","No results","Full match",0.1,582.434356666667,602.11999,21.7963333333333,13938548.5222568,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+NH4]+1",20,"sc_002",809979.639603746
"7397","Polyoxyethylene (9) lauryl ether","C30 H62 O10","Pharmaceuticals","No match","No results","Full match",0.1,582.434356666667,602.11999,21.7963333333333,13938548.5222568,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+NH4]+1",20,"sc_003",2070598.82731564
"7398","Polyoxyethylene (9) lauryl ether","C30 H62 O10","Pharmaceuticals","No match","No results","Full match",0.1,582.434356666667,602.11999,21.7963333333333,13938548.5222568,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+NH4]+1",20,"sc_004",657300.618853646
"7399","Polyoxyethylene (9) lauryl ether","C30 H62 O10","Pharmaceuticals","No match","No results","Full match",0.1,582.434356666667,602.11999,21.7963333333333,13938548.5222568,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+NH4]+1",20,"sc_005",1192416.52067512
"7400","Polyoxyethylene (9) lauryl ether","C30 H62 O10","Pharmaceuticals","No match","No results","Full match",0.1,582.434356666667,602.11999,21.7963333333333,13938548.5222568,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+NH4]+1",20,"sc_007",24042859.4058482
