"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","sc_001","sc_002","sc_003","sc_004","sc_005","sc_007","sc_008","sc_009","sc_010","sc_011","sc_012","sc_013","sc_014","sc_015","sc_016","sc_017","sc_018","sc_020","sc_023","count_2"
"1405","Phthalic Acid, Bis-Propyl Ester","C14 H18 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",0.438888888888889,250.120618888889,251.1279,16.4022222222222,6585636.91234538,62,72.3,37.6444444444444,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,717116.415183855,NA,NA,NA,NA,NA,NA,289443.803617467,NA,NA,3709137.29015699,2427751.78909379,11
"1406","Phthalic Acid,Bis-N-Heptyl Ester","C22 H34 O4","Industrial/Intermediate","Not the top hit","Not the top hit","Full match",-2.21,362.24491,363.2522,21.02,3228058.78370814,4,79.1,9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,842466.205867549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1407","Phthalic acid","C8 H6 O4","Pharmaceuticals","Full match","No results","Full match",0.435,166.0266825,167.0339,21.60425,2989346.78759891,1,96.5,77.8,"No matches found","No matches found","No matches found","Single match found","No matches found","Multiple matches found","DDA for other ion","[M+H]+1",306783.96367679,619202.599425672,527866.757495122,444449.614930598,496760.343400994,2474285.27388872,700186.64538346,475711.243543841,609995.09105706,434956.883784369,330813.98324621,379714.202477198,2119622.09339126,754015.161103046,298589.407604514,383846.448998165,362936.512929201,977532.191463951,1156174.53091971,23
"1408","Phthalocyanine","C32 H20 N8","Pharmaceuticals","No match","Invalid mass","Full match",2.94,516.18261,259.09858,20.939,81876.8639281952,6,33.8,38.3,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+2H]+2",NA,NA,NA,79989.3867945385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1409","Phytosphingosine","C18 H39 N O3","Pharmaceuticals","Full match","Partial match","Full match",0.29,317.29309,318.30036,18.129,1176658.52344662,1,89,9.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,424852.486480362,NA,NA,NA,1145952.1921055,145430.644120623,136573.039842653,NA,420472.956137388,NA,NA,NA,64316.3496344477,NA,NA,6
"1410","Picaridin","C12 H23 N O3","Pharmaceuticals","Full match","No results","Full match",0.3,229.16786,230.17518,9.141,776843.818365719,0,NA,NA,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358442.859573875,NA,725988.110025776,NA,NA,NA,NA,4
"1411","Picolinafen","C19 H12 F4 N2 O2","Pesticides","No match","Not the top hit","Full match",1.03,376.08388,377.09115,20.591,297062.658575733,8,92.5,64.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,49448.6416399981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1412","Pikromycin/Amaromycin","C28 H47 N O8","Pharmaceuticals","No match","Invalid mass","Full match",-0.06,525.33014,526.33751,16.333,1002476.7367904,1,31.1,6.6,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for other ion","[M+H]+1",NA,NA,294425.209490313,NA,NA,995334.19773923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341800.018070077,NA,3
"1413","Pinacidil","C13 H19 N5","Pharmaceuticals","No match","No results","Full match",-5,245.16282,246.17009,9.165,3794010.68540442,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,481567.639568701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169086.996458301,1870497.03370668,NA,3
"1414","Pinolenic acid ethyl ester","C20 H34 O2","Natural products","Full match","Full match","No results",0.52,306.25604,307.26326,21.414,987317.663865297,1,31.1,41,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,542277.095002921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1415","Pinoxaden","C23 H32 N2 O4","Pesticides","No match","Not the top hit","Full match",-1.61,400.23556,401.24284,22.242,2040181.85126529,8,85.7,9.3,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2025085.57836559,254432.602103853,1839659.11071509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1416","Pioglitazone","C19 H20 N2 O3 S","Pharmaceuticals","Invalid mass","Not the top hit","Full match",-2.93,356.11842,357.1257,21.782,132398.525476946,11,86.7,9.3,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,111835.950007447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1417","Pipemidic Acid","C14 H17 N5 O3","Pharmaceuticals","Not the top hit","Not the top hit","Full match",0.52,303.1333,304.14057,8.31,2123799.22313537,7,52.9,7.6,"Single match found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,1996787.46050126,NA,NA,NA,NA,NA,NA,NA,NA,282039.000764464,NA,NA,NA,NA,2
"1418","Pipendoxifene","C29 H32 N2 O3","Pharmaceuticals","No match","Invalid mass","Full match",-2.78,456.24002,457.2473,22.668,210235.377242204,1,67.4,8.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",123451.674989058,NA,100362.520053272,NA,109596.9347102,NA,110307.4383635,NA,NA,154165.686074478,133348.127981582,NA,NA,NA,NA,128414.020688095,138784.17424028,NA,107935.486504523,9
"1419","Pipenzolate","C22 H27 N O3","Psychoactives","Full match","Not the top hit","Full match",0.09,353.19912,354.2064,13.273,978642.968125877,2,71.7,8.6,"Single match found","No matches found","Single match found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750352.897257519,317259.110821189,NA,NA,NA,838856.92992314,3
"1420","Pipequaline","C22 H24 N2","Pharmaceuticals","No match","Invalid mass","Full match",-3.88,316.19272,317.19996,22.75,246254.318876906,17,77.9,73.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,236822.752196074,NA,NA,NA,NA,NA,NA,98623.6731421788,NA,NA,NA,55645.0169124729,NA,NA,3
"1421","Piperonal","C8 H6 O3","Pharmaceuticals","Not the top hit","No results","Full match",0.43,150.03176,151.03903,9.793,454447.445029388,0,NA,NA,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,248823.612481362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1422","Piperonyl-butoxide","C19 H30 O5","Pesticides","Full match","Invalid mass","Full match",0,338.20932,361.19854,20.762,15152777.5464114,11,99.1,10,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for other ion","[M+Na]+1",NA,NA,NA,NA,NA,14558264.6188212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1423","Pipradrol","C18 H21 N O","Pharmaceuticals","Not the top hit","Partial match","Full match",0.41,267.16242,250.15914,13.113,1257300.46482893,3,83.1,77.4,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H-H2O]+1",NA,NA,NA,NA,NA,NA,1207174.61925279,NA,NA,NA,NA,NA,NA,NA,233899.373308974,NA,NA,NA,NA,2
"1424","Piracetam","C6 H10 N2 O2","Pharmaceuticals","No results","Invalid mass","Full match",1.99,142.07451,143.08161,2.624,339017.125526282,2,57,7.8,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186839.54415366,NA,NA,NA,NA,NA,1
"1425","Pirbuterol","C12 H20 N2 O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.296,240.147464,241.154738,8.1508,935210.032265627,11,59.26,36.72,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,89987.0342797101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946634.469098306,246558.787268535,NA,NA,1638329.30667832,1645170.0256825,6
"1426","Pirenzepine","C19 H21 N5 O2","Pharmaceuticals","Not the top hit","Not the top hit","Full match",-0.02,351.16952,352.17679,17.922,4349089.33419672,9,54.5,7.7,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1675680.30841091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2584359.01379034,NA,2
"1427","Piretanide","C17 H18 N2 O5 S","Pharmaceuticals","No match","Not the top hit","Full match",0.12,362.09368,363.10096,12.967,218936.915461205,15,91.4,9.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,207023.461411464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1428","Pirimiphos-methyl","C11 H20 N3 O3 P S","Pesticides","No match","Partial match","Full match",2.25,305.09699,306.10426,23.564,85518.8749795415,7,97.3,9.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79389.9565583623,1
"1429","Pirlimycin","C17 H31 Cl N2 O5 S","Pharmaceuticals","No match","Not the top hit","Full match",1.26,410.16474,411.172005,21.9855,592699.55507512,17,90.95,9.55,"No matches found","Single match found","No matches found","Multiple matches found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,132951.293498807,139155.950178819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121316.084448537,NA,NA,NA,3
"1430","Pirodavir","C21 H27 N3 O3","Pharmaceuticals","Invalid mass","Not the top hit","Full match",-4.37,369.20363,370.21091,11.357,1646585.38079861,6,44.7,7.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,243916.368978855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1431","Piromidic acid","C14 H16 N4 O3","Pharmaceuticals","Full match","Not the top hit","Full match",0.57,288.1224,289.12968,16.919,3086086.9945483,21,87.9,54.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,373563.690559321,NA,NA,NA,NA,NA,NA,NA,NA,83534.7227190534,NA,NA,619176.013941676,NA,3
"1432","Pivagabine","C9 H17 N O3","Pharmaceuticals","Full match","Invalid mass","Full match",0.185,187.12088,199.119105,15.367,606244.07501543,4,70.8,36.35,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,1080070.00552543,NA,NA,NA,NA,93130.9796287749,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1433","Plinabulin","C19 H20 N4 O2","Pharmaceuticals","No match","Not the top hit","Full match",-4.05,336.15726,337.16458,17.259,1806169.08272849,16,78.3,8.9,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1744733.61158459,NA,1
"1434","Poly THF n6","C24 H50 O7","Industrial/Intermediate","Full match","Full match","No results",-0.09,450.35562,451.36298,22.081,1608679.52609461,1,30.3,56.3,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",967270.86875425,308909.357375377,NA,349378.019174364,355822.235157533,499440.280641627,411771.50580213,267845.91667141,NA,731605.464183648,432718.221249726,525906.26316169,771769.657766626,406532.52150095,355983.91842813,418490.50727687,535984.388245973,786872.008231227,1228613.05280249,17
"1435","Polyoxyethylene (9) lauryl ether","C30 H62 O10","Pharmaceuticals","No match","No results","Full match",0.1,582.434356666667,602.11999,21.7963333333333,13938548.5222568,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+NH4]+1",2545792.3778855,809979.639603746,2070598.82731564,657300.618853646,1192416.52067512,24042859.4058482,872369.120470478,NA,3441499.28974008,1107060.58146988,1051746.56723023,829722.744013179,1450345.33913956,797682.214926259,NA,713239.245556111,1011557.48917369,1694535.11963279,3798046.74156676,20
"1436","Pomalidomide","C13 H11 N3 O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",0.47,273.07508,274.08236,12.758,1508625.77088175,8,91.7,9.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,167459.266042371,768006.044229836,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088805.57350763,1301104.51838418,4
"1437","Porfiromycin","C16 H20 N4 O5","Pharmaceuticals","No match","Invalid mass","Full match",0.13,348.14341,349.15059,7.83,151319.595031575,2,32.5,6.6,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136062.295789908,NA,NA,NA,NA,NA,NA,1
"1438","Pralidoxime","C7 H8 N2 O","Pharmaceuticals","Full match","Partial match","Full match",0.693333333333333,136.063756666667,131.06753,5.209,2132248.53095831,18,74.3333333333333,54.9333333333333,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,476534.081469771,NA,84620.0001163014,NA,NA,NA,2988738.60123107,NA,NA,NA,NA,NA,NA,NA,4
"1439","Prazepam","C19 H17 Cl N2 O","Pharmaceuticals","No match","Not the top hit","Full match",0.8,324.1032,325.11048,12.068,1901309.99458546,13,71.5,8.6,"Single match found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,1848002.21464376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1440","Praziquantel","C19 H24 N2 O2","Pharmaceuticals","Full match","Partial match","Full match",0.54,312.18395,313.19122,17.461,1570449.05653553,4,92,83.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1569560.73648768,NA,NA,210135.072253345,510709.014297683,NA,NA,NA,NA,NA,NA,227398.263976398,450237.391180465,NA,NA,572846.208464168,785128.132851187,7
"1441","Pregabalin","C8 H17 N O2","Pharmaceuticals","Full match","Invalid mass","Full match",0.39,159.12599,160.13326,2.652,501057.49250244,2,85.2,78.9,"Single match found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,266160.475964119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158462.691596447,NA,NA,NA,439859.82624112,NA,3
"1442","Prilocaine","C13 H20 N2 O","Pharmaceuticals","Not the top hit","Partial match","Full match",0.875,220.157755,221.16492,14.088,216625.65020978,3,52.8,43.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,151119.010228443,NA,214434.798626109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1443","Primidone","C12 H14 N2 O2","Pharmaceuticals","Full match","Not the top hit","Full match",0.41,218.105616,222.315523,10.2424,2818363.50392275,31,60.85,36.63,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,4751580.64760649,116895.914863037,370919.657911563,13679439.90782,1381353.3642369,1235568.98331089,NA,253231.761262945,97887.7853566743,NA,1111561.51720782,1363950.84336391,380552.033026933,NA,76897.1048165489,1234462.61619761,1741361.32085386,25
"1444","Probenazole","C10 H9 N O3 S","Pesticides","Not the top hit","No results","Full match",0.41,223.030405,224.03768,5.2635,548938.229253168,1,30.5,40.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,115602.159052039,NA,NA,236330.674693802,NA,NA,NA,NA,509214.796585354,306681.922629402,NA,NA,NA,NA,329083.974387432,7
